;;;;;;;;Carrosserie;;;;;;;;;;;;;;;;;;;Moteur;;;;;;;;;;;;;;Transmission et contrôle;;;;Performances;;;;;;;;;Suspension et freins;;;
173327;Kia;Pride;new [restyling];2009;2011;Hatchback;1.4 AT (95 ch);Hayon;5;3990;1695;1470;2500;1485;1475;;;;;1107;155;1145;270;325;1432;;Essence;1399;95;à 6 000;125;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 4 700;;Automatique;Avant;10;4;SP-95;168;9,9;7,2;14,5;de 450 à 800;;45;5,6;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Poutre de torsion, ressort
173328;Kia;Pride;new [restyling];2009;2011;Hatchback;1.4 MT (95 ch);Hayon;5;3990;1695;1470;2500;1485;1475;;;;;1085;155;1145;270;325;1410;;Essence;1399;95;à 6 000;125;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 4 700;;Mécanique;Avant;10;5;SP-95;177;7,9;6,2;12,3;de 570 à 870;;45;5,2;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Poutre de torsion, ressort
194132;Kia;Pride;new [restyling];2009;2011;Hatchback;1.5 VGT AT (112 ch);Hayon;5;3990;1695;1470;2500;1485;1475;;;;;1180;155;1145;270;325;1505;;Diesel;1493;112;à 4 000;240;Common Rail;Mitoyenne;4;Turbo;75;84,5;4;à 2 000;Il ya;Automatique;Avant;10;4;DT;;6,3;5,6;;de 710 à 870;;45;5,2;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Poutre de torsion, ressort
194133;Kia;Pride;new [restyling];2009;2011;Hatchback;1.5 VGT MT (112 ch);Hayon;5;3990;1695;1470;2500;1485;1475;;;;;1165;155;1145;270;325;1490;;Diesel;1493;112;à 4 000;240;Common Rail;Mitoyenne;4;Turbo;75;84,5;4;à 2 000;Il ya;Mécanique;Avant;10;5;DT;176;5,7;4,7;11,5;de 790 à 1 100;;45;4,1;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Poutre de torsion, ressort
173329;Kia;Pride;new [restyling];2009;2011;Hatchback;1.6 AT (112 ch);Hayon;5;3990;1695;1470;2500;1485;1475;;;;;1129;155;1145;270;325;1454;;Essence;1599;112;à 6 000;145;Distribué injection;Mitoyenne;4;;76,5;87;4;à 4 500;;Automatique;Avant;10;4;SP-95;175;9,8;7,2;11,2;de 460 à 790;;45;5,7;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Poutre de torsion, ressort
173330;Kia;Pride;new [restyling];2009;2011;Hatchback;1.6 MT (112 ch);Hayon;5;3990;1695;1470;2500;1485;1475;;;;;1107;155;1145;270;325;1432;;Essence;1599;112;à 6 000;145;Distribué injection;Mitoyenne;4;;76,5;87;4;à 4 500;;Mécanique;Avant;10;5;SP-95;190;8,4;6,5;11;de 540 à 830;;45;5,4;Disques ventilés;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Poutre de torsion, ressort
212870;Kia;Quoris;1 génération;2012;2018;Berline;3.3 GDi AT (300 ch);Berline;5;5090;1900;1485;3045;1620;1627;;;;;1870;;;;;;;Essence;3342;300;à 6 400;348;Injection directe;En V;6;;92;83,8;4;à 5 200;;Automatique;Arrière;;8;SP-95;;11,9;10,4;;de 630 à 880;;75;8,5;Disques ventilés;Disque;Indépendante, Multibras;Indépendante, Multibras
200299;Kia;Quoris;1 génération;2012;2018;Berline;3.8 AT (290 ch);Berline;5;5090;1900;1490;3045;1616;1634;;;;;2005;150;455;455;425;2430;;Essence;3778;290;à 6 200;358;Distribué injection;En V;6;;96;87;4;à 4 500;;Automatique;Arrière;11,2;8;SP-95;240;14,7;10,3;7,3;de 510 à 960;EURO IV;75;7,8;Disques ventilés;Disque;Indépendante, Multibras, Amortisseurs, ressort, La barre stabilisatrice;Indépendante, Multibras, Amortisseurs, ressort, La barre stabilisatrice
212871;Kia;Quoris;1 génération;2012;2018;Berline;3.8 GDi AT (334 ch);Berline;5;5090;1900;1485;3045;1620;1627;;;;;1910;;;;;;;Essence;3778;334;à 6 400;395;Injection directe;En V;6;;96;87;4;à 5 100;;Automatique;Arrière;;8;SP-95;;12,3;10,8;;de 610 à 850;;75;8,8;Disques ventilés;Disque;Indépendante, Multibras;Indépendante, Multibras
172086;Kia;Quoris;1 génération [2 restyling];2015;2018;Berline;3.8 AT (334 ch);Berline;5;5095;1900;1490;3045;1616;1634;;;;;2040;150;450;450;;2470;;Essence;3778;334;à 6 400;395;Distribué injection;En V;6;;;;4;à 5 100;;Automatique;Arrière;;8;SP-95;240;;10,7;6,8;;;75;;Disques ventilés;Disque;Indépendante, L'élément hydraulique, Multibras, Amortisseurs, ressort, La barre stabilisatrice;Indépendante, L'élément hydraulique, Multibras, Amortisseurs, ressort, La barre stabilisatrice
183175;Kia;Quoris;1 génération [2 restyling];2015;2018;Berline;5.0 AT (424 ch);Berline;5;5095;1900;1490;3045;1616;1634;;;;;2145;150;450;450;435;2580;;Essence;5038;424;à 6 400;510;Distribué injection;En V;6;;;;4;à 5 000;;Automatique;Arrière;;8;SP-95;240;;12,9;5,7;;;75;;Disques ventilés;Disque;Indépendante, L'élément hydraulique, Multibras, Amortisseurs, ressort, La barre stabilisatrice;Indépendante, L'élément hydraulique, Multibras, Amortisseurs, ressort, La barre stabilisatrice
6383;Kia;Quoris;1 génération [restyling];2014;2015;Berline;3.8 GDI AT (334 ch);Berline;5;5095;1900;1490;3045;1616;1634;;;;;;150;450;450;;2470;;Essence;3778;334;à 6 400;395;Injection directe;En V;6;;;;4;à 5 100;;Automatique;Arrière;;8;SP-95;240;;10,3;6,8;;;75;;Disques ventilés;Disque;Indépendante, Multibras, Amortisseurs, ressort, La barre stabilisatrice;Indépendante, Multibras, Amortisseurs, ressort, La barre stabilisatrice
6384;Kia;Ray;1 génération;2012;2018;Minivan;1.0 AT (78 ch);Monospace;5;3595;1595;1700;2520;1416;1424;;;;;998;;;;;;;Essence;998;78;à 6 400;94;Distribué injection;Mitoyenne;3;;71;84;4;à 3 500;;Automatique;Avant;;4;SP-95;;7,7;7,4;;de 490 à 550;;38;6,9;Disque;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Semi-réglable, Poutre de torsion
6386;Kia;Ray;1 génération;2012;2018;Minivan;1.0 LPi AT (78 ch);Monospace;5;3595;1595;1700;2520;1416;1424;;;;;1042;;;;;;;Gaz;998;78;à 6 400;94;Distribué injection;Mitoyenne;3;;71;84;4;à 3 500;;Automatique;Avant;;4;Gaz;;9,8;9,2;;de 450 à 520;;44;8,5;Disque;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Semi-réglable, Poutre de torsion
6385;Kia;Ray;1 génération;2012;2018;Minivan;1.0 TCi CVT (106 ch);Monospace;5;3595;1595;1700;2520;1416;1424;;;;;1070;;;;;;;Essence;998;106;à 6 000;137;Distribué injection;Mitoyenne;3;Turbo;71;84;4;de 1 600 à 3 500;Il ya;Variateur;Avant;;;SP-95;;7,4;7,2;;de 510 à 550;;38;6,9;Disque;Disque;Indépendante, Rack Macpherson, La barre stabilisatrice;Semi-réglable, Poutre de torsion
185737;Kia;Retona;1 génération;1998;2000;SUV;2.0 MT (128 ch);Vus;5;4000;1745;1835;2360;1480;1480;;;;;1480;200;1235;394;440;1920;;Essence;1998;128;à 5 400;175;Distribué injection;Mitoyenne;4;;86;86;4;à 4 700;;Mécanique;Plein de plug-in;10,4;5;SP-95;160;12,8;10,6;15;de 470 à 650;EURO II;60;9,3;Disque;Tambour;La triangulation;Ressorts hélicoïdaux
185739;Kia;Retona;1 génération;1998;2000;SUV;2.0 MT (135 ch);Vus;5;4000;1745;1835;2360;1480;1480;;;;;1520;200;1235;394;;;;Essence;1998;135;à 6 000;181;Distribué injection;Mitoyenne;4;;86;86;4;à 4 000;;Mécanique;Plein de plug-in;10,4;5;SP-95;150;16;11,1;13;de 380 à 670;;60;9;Disque;Tambour;La triangulation;Ressorts hélicoïdaux
185733;Kia;Retona;1 génération;1998;2000;SUV;2.0 TD AT (83 ch);Vus;5;4000;1745;1835;2360;1480;1480;;;;;1525;200;1235;394;;;;Diesel;1998;83;à 4 000;191;Distribué injection;Mitoyenne;4;Turbo;86;86;4;à 2 000;Il ya;Automatique;Plein de plug-in;10,4;4;DT;132;12;9,2;22,4;de 440 à 590;EURO II;53;9;Disque;Tambour;La triangulation;Ressorts hélicoïdaux
185734;Kia;Retona;1 génération;1998;2000;SUV;2.0 TD MT (83 ch);Vus;5;4000;1745;1835;2360;1480;1480;;;;;1510;200;1235;394;393;1903;;Diesel;1998;83;à 4 000;195;Distribué injection;Mitoyenne;4;Turbo;86;86;4;à 2 000;Il ya;Mécanique;Plein de plug-in;10,4;5;DT;124;11,5;9,9;20,5;de 520 à 660;EURO II;60;9,1;Disque;Tambour;La triangulation;Ressorts hélicoïdaux
185735;Kia;Retona;1 génération;1998;2000;SUV;2.0 TD MT (87 ch);Vus;5;4000;1745;1835;2360;1480;1480;;;;;1505;200;1235;394;;;;Diesel;1998;87;à 4 000;200;Distribué injection;Mitoyenne;4;Turbo;86;86;4;à 2 000;Il ya;Mécanique;Plein de plug-in;10,4;5;DT;132;12;9,4;19,1;de 500 à 750;EURO II;60;8;Disque;Tambour;La triangulation;Ressorts hélicoïdaux
6388;Kia;Retona;Cruiser [restyling];2000;2002;SUV;2.0 MT (128 ch);Vus;5;4000;1745;1835;2360;1480;1480;;;;;1480;200;1235;394;440;1920;;Essence;1998;128;à 5 400;175;Distribué injection;Mitoyenne;4;;86;86;4;à 4 700;;Mécanique;Plein de plug-in;10,4;5;SP-95;160;12,8;10,6;15;de 470 à 650;EURO II;60;9,3;Disque;Tambour;La triangulation;Ressorts hélicoïdaux
176180;Kia;Retona;Cruiser [restyling];2000;2002;SUV;2.0 MT (135 ch);Vus;5;4000;1745;1835;2360;1480;1480;;;;;1520;200;1235;394;;;;Essence;1998;135;à 6 000;181;Distribué injection;Mitoyenne;4;;86;86;4;à 4 000;;Mécanique;Plein de plug-in;10,4;5;SP-95;150;16;11,1;13;de 380 à 670;;60;9;Disque;Tambour;La triangulation;Ressorts hélicoïdaux
176179;Kia;Retona;Cruiser [restyling];2000;2002;SUV;2.0 TD AT (83 ch);Vus;5;4000;1745;1835;2360;1480;1480;;;;;1525;200;1235;394;;;;Diesel;1998;83;à 4 000;191;Distribué injection;Mitoyenne;4;Turbo;86;86;4;à 2 000;Il ya;Automatique;Plein de plug-in;10,4;4;DT;132;12;9,2;22,4;de 440 à 590;EURO II;53;9;Disque;Tambour;La triangulation;Ressorts hélicoïdaux
187912;Kia;Retona;Cruiser [restyling];2000;2002;SUV;2.0 TD MT (83 ch);Vus;5;4000;1745;1835;2360;1480;1480;;;;;1510;200;1235;394;393;1903;;Diesel;1998;83;à 4 000;195;Distribué injection;Mitoyenne;4;Turbo;86;86;4;à 2 000;Il ya;Mécanique;Plein de plug-in;10,4;5;DT;124;11,5;9,9;20,5;de 520 à 660;EURO II;60;9,1;Disque;Tambour;La triangulation;Ressorts hélicoïdaux
6391;Kia;Retona;Cruiser [restyling];2000;2002;SUV;2.0 TD MT (87 ch);Vus;5;4000;1745;1835;2360;1480;1480;;;;;1505;200;1235;394;;;;Diesel;1998;87;à 4 000;200;Distribué injection;Mitoyenne;4;Turbo;86;86;4;à 2 000;Il ya;Mécanique;Plein de plug-in;10,4;5;DT;132;12;9,4;19,1;de 500 à 750;EURO II;60;8;Disque;Tambour;La triangulation;Ressorts hélicoïdaux
200312;Kia;Rio;1 génération;2000;2002;Berline;1.3 AT (75 ch);Berline;5;4215;1675;1440;2410;1430;1435;;;;;;165;326;326;;;;Essence;1343;75;à 5 000;113;Distribué injection;Mitoyenne;4;;75,5;75;2;à 5 000;;Automatique;Avant;9,4;5;SP-95;;;;;;EURO III;45;;Disque;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
200314;Kia;Rio;1 génération;2000;2002;Berline;1.3 MT (75 ch);Berline;5;4215;1675;1440;2410;1430;1435;;;;;944;165;326;326;465;1409;;Essence;1343;75;à 5 000;113;Distribué injection;Mitoyenne;4;;75,5;75;2;à 5 000;;Mécanique;Avant;9,4;5;SP-95;165;9,5;7,3;14,3;de 470 à 820;EURO III;45;5,5;Disque;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
200316;Kia;Rio;1 génération;2000;2002;Berline;1.5 AT (108 ch);Berline;5;4215;1675;1440;2410;1430;1435;;;;;985;152;326;326;;;;Essence;1493;108;à 6 000;140;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Automatique;Avant;9,4;4;SP-95;170;11,5;8,7;14,2;de 390 à 630;;45;7,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
200317;Kia;Rio;1 génération;2000;2002;Berline;1.5 AT (98 ch);Berline;5;4215;1675;1440;2410;1430;1435;;;;;;165;326;326;;;;Essence;1493;98;à 5 800;138;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Automatique;Avant;9,4;4;SP-95;170;;;12,2;;EURO III;45;;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
200323;Kia;Rio;1 génération;2000;2002;Berline;1.5 MT (108 ch);Berline;5;4215;1675;1440;2410;1430;1435;;;;;960;152;326;326;;;;Essence;1493;108;à 6 000;140;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Mécanique;Avant;9,4;5;SP-95;185;9,4;7,3;11,6;de 480 à 740;;45;6,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
200322;Kia;Rio;1 génération;2000;2002;Berline;1.5 MT (98 ch);Berline;5;4215;1675;1440;2410;1430;1435;;;;;;165;326;326;;;;Essence;1493;98;à 5 800;138;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Mécanique;Avant;9,4;5;SP-95;175;9,3;7,1;11,6;de 480 à 760;EURO III;45;5,9;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
200300;Kia;Rio;1 génération;2000;2002;Break;1.3 AT (75 ch);Break;5;4215;1675;1440;2410;1430;1435;;;;;1017;165;1277;449;;;;Essence;1343;75;à 5 000;113;Distribué injection;Mitoyenne;4;;75,5;75;2;à 5 000;;Automatique;Avant;9,4;4;SP-95;165;10,5;8;18,2;de 430 à 680;EURO III;45;6,6;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
200302;Kia;Rio;1 génération;2000;2002;Break;1.3 MT (75 ch);Break;5;4215;1675;1440;2410;1430;1435;;;;;977;165;1277;449;470;1447;;Essence;1343;75;à 5 000;113;Distribué injection;Mitoyenne;4;;75,5;75;2;à 5 000;;Mécanique;Avant;9,4;5;SP-95;164;9,4;7,1;14,3;de 480 à 780;EURO III;45;5,8;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
200304;Kia;Rio;1 génération;2000;2002;Break;1.5 AT (108 ch);Break;5;4215;1675;1440;2410;1430;1435;;;;;970;165;1277;449;;;;Essence;1493;108;à 6 000;140;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Automatique;Avant;9,4;4;SP-95;170;11,5;8,7;14,2;de 390 à 630;;45;7,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
200305;Kia;Rio;1 génération;2000;2002;Break;1.5 AT (98 ch);Break;5;4215;1675;1440;2410;1430;1435;;;;;1037;152;1277;449;;;;Essence;1493;98;à 5 800;135;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Automatique;Avant;9,4;4;SP-95;170;11,5;8,7;14,2;de 390 à 630;EURO III;45;7,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
200311;Kia;Rio;1 génération;2000;2002;Break;1.5 MT (108 ch);Break;5;4215;1675;1440;2410;1430;1435;;;;;950;165;1277;449;;;;Essence;1493;108;à 6 000;140;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Mécanique;Avant;9,4;5;SP-95;175;9,4;7,3;11,6;de 480 à 740;;45;6,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
200310;Kia;Rio;1 génération;2000;2002;Break;1.5 MT (98 ch);Break;5;4215;1675;1440;2410;1430;1435;;;;;997;155;1277;449;470;1467;;Essence;1493;98;à 5 800;135;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Mécanique;Avant;9,4;5;SP-95;175;9,3;8,3;11,6;de 480 à 760;EURO III;45;5,9;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43807;Kia;Rio;1 génération [restyling];2002;2005;Berline;1.3 MT (82 ch);Berline;5;4240;1680;1420;2410;1430;1435;;;;;;165;326;326;;;;Essence;1343;82;à 5 500;116;Distribué injection;Mitoyenne;4;;75,5;75;2;à 3 000;;Mécanique;Avant;9,4;5;SP-95;165;8,8;7,1;14,3;de 510 à 830;EURO III;45;5,4;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43814;Kia;Rio;1 génération [restyling];2002;2005;Berline;1.5 AT (108 ch);Berline;5;4240;1680;1420;2410;1430;1435;;;;;;165;326;326;;;;Essence;1493;108;à 6 000;140;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Automatique;Avant;9,4;4;SP-95;170;11,5;8,7;14,2;de 390 à 630;;45;7,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43809;Kia;Rio;1 génération [restyling];2002;2005;Berline;1.5 AT (97 ch);Berline;5;4240;1680;1440;2410;1430;1435;;;;;;165;326;326;;;;Essence;1493;97;à 5 500;132;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Automatique;Avant;9,4;5;SP-95;170;10,7;8,3;12,2;de 420 à 650;EURO III;45;6,9;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43815;Kia;Rio;1 génération [restyling];2002;2005;Berline;1.5 MT (108 ch);Berline;5;4240;1680;1420;2410;1430;1435;;;;;940;165;326;326;;;;Essence;1493;108;à 6 000;140;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Mécanique;Avant;9,4;5;SP-95;175;9,4;7,3;11,6;de 480 à 740;;45;6,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43812;Kia;Rio;1 génération [restyling];2002;2005;Berline;1.5 MT (97 ch);Berline;5;4240;1680;1440;2410;1430;1435;;;;;;165;326;326;;;;Essence;1493;97;à 5 500;132;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Mécanique;Avant;9,4;5;SP-95;175;9,3;7,3;11,6;de 480 à 760;EURO III;45;5,9;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
192456;Kia;Rio;1 génération [restyling];2002;2005;Break;1.3 MT (82 ch);Break;5;4240;1680;1420;2410;1430;1435;;;;;1069;152;1277;449;;1508;;Essence;1343;82;à 5 500;116;Distribué injection;Mitoyenne;4;;75,5;75;2;à 3 000;;Mécanique;Avant;9,4;5;SP-95;165;8,8;7,1;14,3;de 510 à 830;EURO III;45;5,4;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
192459;Kia;Rio;1 génération [restyling];2002;2005;Break;1.5 AT (108 ch);Break;5;4240;1680;1420;2410;1432;1450;;;;;1135;152;1277;449;;;;Essence;1493;108;à 6 000;141;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 700;;Automatique;Avant;9,4;4;SP-95;170;11,5;8,7;14,2;de 390 à 630;;45;7,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
192457;Kia;Rio;1 génération [restyling];2002;2005;Break;1.5 AT (97 ch);Break;5;4240;1680;1420;2410;1430;1435;;;;;1118;152;1277;449;;1556;;Essence;1493;97;à 5 500;132;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Automatique;Avant;9,4;4;SP-95;170;10,7;8,7;14,2;de 420 à 650;EURO III;45;6,9;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
192460;Kia;Rio;1 génération [restyling];2002;2005;Break;1.5 MT (108 ch);Break;5;4240;1680;1420;2410;1432;1450;;;;;1110;152;1277;449;;;;Essence;1493;108;à 6 000;141;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 700;;Mécanique;Avant;9,4;5;SP-95;175;9,4;7,3;11,6;de 480 à 740;;45;6,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
192458;Kia;Rio;1 génération [restyling];2002;2005;Break;1.5 MT (97 ch);Break;5;4240;1680;1420;2410;1430;1435;;;;;1078;152;1277;449;;1518;;Essence;1493;97;à 5 500;132;Distribué injection;Mitoyenne;4;;75,5;83,4;4;à 4 500;;Mécanique;Avant;9,4;5;SP-95;175;9,3;8,3;11,6;de 480 à 760;EURO III;45;5,9;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43781;Kia;Rio;2 génération;2005;2009;Berline;1.4 AT (97 ch);Berline;5;4240;1695;1470;2500;1470;1460;;;;;1095;155;390;390;;1600;;Essence;1399;97;à 6 000;125;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 4 700;;Automatique;Avant;9,8;4;SP-95;168;9,5;6,9;14,5;de 470 à 830;EURO IV;45;5,4;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43782;Kia;Rio;2 génération;2005;2009;Berline;1.4 MT (97 ch);Berline;5;4240;1695;1470;2500;1470;1460;;;;;1070;155;390;390;;1580;;Essence;1399;97;à 6 000;125;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 4 700;;Mécanique;Avant;9,8;5;SP-95;177;8;6,2;12,3;de 560 à 880;EURO IV;45;5,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43783;Kia;Rio;2 génération;2005;2009;Berline;1.5 CRDi MT (110 ch);Berline;5;4240;1695;1470;2500;1470;1460;;;;;1131;155;390;390;519;1650;;Diesel;1493;110;à 4 000;235;Common Rail;Mitoyenne;4;Turbo;75;84,5;4;à 1 900;Il ya;Mécanique;Avant;9,8;5;DT;176;5,7;4,7;11,5;de 790 à 1 100;EURO IV;45;4,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43784;Kia;Rio;2 génération;2005;2009;Berline;1.6 AT (112 ch);Berline;5;4240;1695;1470;2500;1470;1460;;;;;1090;155;390;390;;;;Essence;1599;112;à 6 000;145;Distribué injection;Mitoyenne;4;;76,5;87;4;à 4 500;;Automatique;Avant;9,8;4;SP-95;190;9,8;7,2;11;de 460 à 790;EURO IV;45;5,7;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43785;Kia;Rio;2 génération;2005;2009;Berline;1.6 MT (112 ch);Berline;5;4240;1695;1470;2500;1470;1460;;;;;1064;155;390;390;516;1580;;Essence;1599;112;à 6 000;145;Distribué injection;Mitoyenne;4;;76,5;87;4;à 4 500;;Mécanique;Avant;9,8;5;SP-95;190;8,4;6,5;10,2;de 540 à 830;EURO IV;45;5,4;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43786;Kia;Rio;2 génération;2005;2009;Hatchback;1.4 AT (97 ch);Hayon;5;3990;1695;1470;2500;1470;1460;;;;;1095;155;1107;272;;1580;;Essence;1399;97;à 6 000;125;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 4 700;;Automatique;Avant;9,8;4;SP-95;168;9,9;7,2;14,5;de 450 à 800;EURO IV;45;5,6;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43787;Kia;Rio;2 génération;2005;2009;Hatchback;1.4 MT (97 ch);Hayon;5;3990;1695;1470;2500;1470;1460;;;;;1085;155;1107;272;;1580;;Essence;1399;97;à 6 000;125;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 4 700;;Mécanique;Avant;9,8;5;SP-95;177;7,9;6,2;12,3;de 570 à 870;EURO IV;45;5,2;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43788;Kia;Rio;2 génération;2005;2009;Hatchback;1.5 CRDi MT (110 ch);Hayon;5;3990;1695;1470;2500;1470;1460;;;;;1146;155;1107;272;504;1650;;Diesel;1493;110;à 4 000;235;Common Rail;Mitoyenne;4;Turbo;75;84,5;4;de 1 900 à 2 750;Il ya;Mécanique;Avant;9,8;5;DT;176;5,7;4,7;11,5;de 790 à 1 100;EURO IV;45;4,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43789;Kia;Rio;2 génération;2005;2009;Hatchback;1.6 AT (112 ch);Hayon;5;3990;1695;1470;2500;1470;1460;;;;;;155;1107;272;;;;Essence;1599;112;à 6 000;145;Distribué injection;Mitoyenne;4;;76,5;87;4;à 4 500;;Automatique;Avant;9,8;4;SP-95;173;9,8;7,2;12;de 460 à 790;EURO IV;45;5,7;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
43790;Kia;Rio;2 génération;2005;2009;Hatchback;1.6 MT (112 ch);Hayon;5;3990;1695;1470;2500;1470;1460;;;;;;155;1107;270;;;;Essence;1599;112;à 6 000;145;Distribué injection;Mitoyenne;4;;76,5;87;4;à 4 500;;Mécanique;Avant;9,8;5;SP-95;188;8,4;6,5;10,2;de 540 à 830;EURO IV;45;5,4;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
63578;Kia;Rio;2 génération [restyling];2009;2011;Berline;1.4 AT (97 ch);Berline;5;4250;1695;1470;2500;1470;1460;;;;;1080;155;390;390;500;1580;;Essence;1399;97;à 6 000;125;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 4 700;;Automatique;Avant;10;4;SP-95;168;9,5;6,9;14,5;de 470 à 830;EURO IV;45;5,4;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
63579;Kia;Rio;2 génération [restyling];2009;2011;Berline;1.4 MT (97 ch);Berline;5;4250;1695;1470;2500;1470;1460;;;;;1064;155;390;390;516;1580;;Essence;1399;97;à 6 000;125;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 4 700;;Mécanique;Avant;10;5;SP-95;177;8;6,2;12,3;de 560 à 880;EURO IV;45;5,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
63580;Kia;Rio;2 génération [restyling];2009;2011;Berline;1.5 CRDi MT (110 ch);Berline;5;4250;1695;1470;2500;1470;1460;;;;;;155;390;390;;;;Diesel;1493;110;à 4 000;235;Common Rail;Mitoyenne;4;Turbo;75;84,5;4;de 1 900 à 2 750;Il ya;Mécanique;Avant;10;5;DT;176;5,3;4,4;11,5;de 850 à 1 150;EURO IV;45;3,9;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
